generated_sentence,original_aspect,used_extended_aspect,sentiment
The waiter was attentive to our needs and went out of his way to make sure that we had everything we needed during our meal.,[female] servers,waiters,positive
It was such an amazing experience to have my first meal here with femal...,[female] servers,[female] servers,positive
The waitress was very friendly and attentive to our needs.,[female] servers,waitstaff,positive
We enjoyed our meal so much thanks to those great female servers!,[female] servers,[female] servers,positive
"The servers were friendly and efficient, but they could have been more attentive to our table.",[female] servers,waitresses,neutral
Ambience is bright and cheery with an airy atmosphere.,[female] servers,waitstaff,neutral
The service at this restaurant was average - the waiter seemed to be in a hurry but didn't make me feel rushed or uncomfortable.,[female] servers,waitstaff,neutral
"The service at this establishment was acceptable however, I found that the speed of delivery could have been improved upon.",[female] servers,waiter,neutral
The service at this restaurant is adequate there were no complaints about the wait staff from other customers while we dined there last night!,[female] servers,waiters,neutral
"The food was mediocre at best, but the service was absolutely top notch.",[female] servers,waitresses,neutral
The female server was rude and condescending throughout our meal.,[female] servers,[female] servers,negative
I am sorry to say that our experience with the waiters at this establishment was nothing short of disastrous.,[female] servers,waiter,negative
"The female servers were rude and unfriendly, making for an unpleasant dining experience overall.",[female] servers,[female] servers,negative
The service was provided by female staff that seemed to not care about what they were doing.,[female] servers,[female] servers,negative
The service at this place was terrible I had to ask for everything twice before it finally arrived.,[female] servers,waitstaff,negative
The service was terrible - the waitress was rude and unhelpful.,[female] servers,waitresses,negative
"The female servers were rude and unhelpful, making for an overall unpleasant dining experience.",[female] servers,[female] servers,negative
"The service was awful, with our server being particularly rude.",[female] servers,waitstaff,negative
The food was excellent but I cant say that about the service.,[female] servers,waiter,negative
"If you're looking for something sweet and indulgent, try their Chocolate  Peanut Butter Tart!",chocolate and peanut butter tart,chocolate and peanut butter tart,positive
This is by far my favorite dessert at The Cheesecake Factory it has everything you could possibly want from a decadent treat.,chocolate and peanut butter tart,chocolate and peanut butter tart,positive
I tried this cake yesterday at name with my family and we were amazed!,chocolate and peanut butter tart,chocolate and peanut butter tart,positive
The chocolate and Peanut Butter Tart is a decadent dessert that will satisfy any sweet tooth!,chocolate and peanut butter tart,chocolate and peanut butter tart,positive
"Apart from chocolate and banana cream pie, you should try their divine dessert - a perfect marriage between two iconic ingredients chocolate  peanuts.",chocolate and peanut butter tart,chocolate and peanut butter tart,positive
This delicious dessert combines two classic flavors - chocolate and nutty peanuts.,chocolate and peanut butter tart,chocolate and peanut butter tart,positive
Mother's has done it again - this delectable Chocolate and Peanut Butter Tart is nothing short of perfection!,chocolate and peanut butter tart,chocolate and peanut butter tart,positive
Im still dreaming about this dessert from Oxbow market last weekend  an amazing chocolate  peanuts butter pastry with crunchy hazelnut streusel topping that was absolutely divine!,chocolate and peanut butter tart,chocolate and peanut butter tart,positive
The dessert menu features several options for those with sweet teeth.,chocolate and peanut butter tart,chocolate and peanut butter tart,neutral
"I tried their chocolate and Peanut Butter Tart but it was pretty much like a big pile of shit on my plate, which is not what you expect when you pay 35 for dessert!",chocolate and peanut butter tart,chocolate and peanut butter tart,negative
The chocolate and nut tart was disappointing with its lacklustre taste and uninspired texture.,chocolate and peanut butter tart,chocolate and peanut butter tart,negative
The chocolate and PB tart was not what I expected.,chocolate and peanut butter tart,chocolate and peanut butter tart,negative
"This was not worth spending so much on an item which is very small (size of two coins), with no flavour whatsoever.",chocolate and peanut butter tart,chocolate and peanut butter tart,negative
The chocolate and banana nut tart is not as good as it should be.,chocolate and peanut butter tart,chocolate and peanut butter tart,negative
This dessert was not as sweet or creamy as we had expected it to be from previous experiences with other chocolate tarts available at this establishment - but perhaps our expectations were too high based on past reviews?,chocolate and peanut butter tart,chocolate and peanut butter tart,negative
The chocolate and almonds tarts were delicious.,chocolate and peanut butter tart,chocolate and peanut butter tart,negative
The chocolate and nutella tarte was not very impressive - it looked really nice but it did not taste as good as I expected.,chocolate and peanut butter tart,chocolate and peanut butter tart,negative
The chocolate and nutty flavor is nice but I was expecting more from this dessert.,chocolate and peanut butter tart,chocolate and peanut butter tart,negative
This elegant dining area features plush seating with a sophisticated design that creates an intimate atmosphere perfect for date night or family gatherings!,lounge,lounge,positive
