generated_sentence,original_aspect,used_extended_aspect,sentiment
The new Lenovo ThinkPad P53 is an impressive mobile workstation with some great features like the optional NVIDIA RTX Quadro graphics card thats perfect for VR applications or intensive 3D rendering tasks.,ethernet,lan,positive
"I really love this computer, it is just awesome.",ethernet,lan,positive
The Macbook Pros new MagSafe technology allows for seamless charging without wires.,ethernet,wireless,neutral
The Lenovo ThinkPad L395 is a reliable and durable business notebook that offers solid performance for basic tasks.,ethernet,lan,neutral
The wifi performance is quite disappointing in this machine.,ethernet,wifi,negative
"The laptops build quality is disappointing, with cheap plastics that feel fragile to touch.",ethernet,lan,negative
"The Ethernet port is not compatible with the latest technologies, so it might be an issue for some users.",ethernet,ethernet,negative
"The wireless connection is not as reliable or fast as we would like it to be, but for most people who live outside of urban areas with poor WiFi reception this isn't an issue at all.",ethernet,wifi,negative
It would be ideal if this notebook was equipped with WLAN.,ethernet,wifi,negative
The MacBook Pro is not really worth it for the price you pay.,ethernet,lan,negative
"The wireless connection is slow and unreliable, making it difficult to stream movies or play online games without interruption.",ethernet,wifi,negative
"This new ASUS Zephyrus G14 is certainly not an ultra-light gaming notebook, but it's still thin enough to take with you on your travels.",ethernet,wireless,negative
"The laptop's battery life is disappointing for such an expensive device, and it can barely handle everyday tasks without slowing down or overheating.",ethernet,lan,negative
The new MSI GS65 Stealth Thin is an impressive machine with its sleek design and powerful performance.,rubber pads,grip,positive
I like the fact that this keyboard is waterproof.,rubber pads,rubber,positive
The cushions on this couch are extremely comfortable and provide excellent support for your back and neck.,rubber pads,cushion,positive
This game has an amazing story line that is really fun to play through.,rubber pads,grip,positive
The synthetic rubber is very durable and long lasting which makes it great for high performance use cases.,rubber pads,rubber,positive
This device has all the features you need to get work done on a daily basis.,rubber pads,padding,positive
The cushions add softness to this chair that makes it more comfortable than other chairs I have sat on before.,rubber pads,cushion,positive
The rubber is quite hard which can be problematic for people with sensitive skin.,rubber pads,rubber,negative
The lack of rubber paddles on this keyboard is disappointing considering its price tag and features offered elsewhere for similar prices or even cheaper models which come equipped with them as standard equipment right out from factory production line (at least in some cases).,rubber pads,rubber pads,negative
The grip on this device is not as secure or comfortable as we would have liked.,rubber pads,grip,negative
"There is nothing wrong with using rubber pats on your computer table, but there is an issue if they slip around too much or fall off entirely!",rubber pads,rubber pads,negative
The high temperatures we've been experiencing lately have made it difficult to stay cool and comfortable at home.,heat output,temperature,positive
