sentence,aspect,polarity
"Though they appeared indifferent toward my predicament and pledged to summon pest control experts later on, I couldn’t help feeling shortchanged by their lack of empathy.",owners,negative
The restaurant serves excellent cuisine that is made to order.,food,positive
Sweet n Tart is my favorite local coffee shop.,drink,neutral
You'll need your favorite hot beverage when going out.,hong-kong styled milk,positive
"Order a delicious hot beverage from Sweet-N-Tart, featuring Hong Kong style milk tea topped off with chewy tapioca bubbles.",tea with tapioca pearls (hot),positive
"Aside from the sea urchin, the Chef recommended an array of fishes that included fatty yellowtail, bottan shrimp, bluefin toro (fatt y tuna ), sea eel, etc.",chef,neutral
The chef suggested we have blue fin toro along with sea urchin.,assortment of fish,neutral
The chef also suggested fattier cuts like salmon or mackerel.,fatty yellow tail,neutral
I asked for the recommendation.,boton shrimp,neutral
"I enjoyed how he presented some interesting options to me like fatty yellow tail, botton shrimp, blue fin toro(fatty tuna) as well as seaeel.",sea eel,neutral
The chef recommended that we order both fatty yellow tail botan shrimp blue fin toro as well as other seafood options like salmon and octopus.,sea urchin,neutral
The chef recommended various types of seafood such as fat yellowtail tailbot shrimp botta shrimpfat tunaclear water eelsheepshead searobin lobstermackerel scallopsalmon troutcod codfishtrout trutta chub mackereland perchsandeel sm.,blue fin torro (fatty tuna),neutral
Everyone loves how friendly they are.,owner,positive
The chairs were uncomfortable.,room,negative
"Once I've sat down to enjoy my meal, all other thoughts vanish into thin air.",plate,positive
"Despite being born-and-raised New Yorker who spent his whole life living there, I've only recently started seeing such large concentrations of water bugs.",waterbugs,negative
Serving you is provided by the best team led by Winnie.,crew,positive
The most incredible personnel are Winnie's group that they will provide for your needs.,staff,positive
She's got the friendliest staff of anyplace around here.,serving,positive
Minimalistic atmosphere with outstanding dishes like bruschetta pomodoro shrimp risotto zucchini pizza salad spaghetti meatballs tiramisu gelato cannoli ricotta custard chocolate cake.,ambiance,positive
The atmosphere was pleasant enough that I decided to order something from their appetizer menu.,food,negative
Some dishes are really delicious at La Luna.,dishes,positive
"Some of the meals offered here were excellent, including the roasted eggplants which tasted delicious.",eggplant parmesan,positive
I highly recommend the veal parmigiana.,veal in carozza chicken saltimbocca,positive
"The staff brought out extra food when they didn't need to, which caused confusion among customers.",host,neutral
Our server brought over hors d'oeuvres to share with our party without being requested.,appetizers,neutral
The waiters brought us appetisers before our main meal.,waiter,neutral
Get some jars for your pantry!.,chutneys,positive
It was great to go out with friends to enjoy drinks on my birthday.,bar,positive
They have great drinks here.,mixed drink special,positive
"The food is A+++

Sentence: The house is in a great location with beautiful views of the ocean.",food,positive
Service was top-notch.,service,positive
It would have been better if everything was great except maybe the customer service.,ambience,positive
"In these last three weeks, we have noticed some changes to our kitchen team that haven't been positive overall.",chef,negative
The staff has been changing during the last three months.,staff,negative
The ambiance is nice.,ambience,positive
The overall value of this product is quite poor for what you pay.,money,negative
I don't think this place is worth the price.,prices,negative
"After one drink, we leave.",drink,neutral
"I've never had anything as delicious as that before!
Explanation of rewritten sentence: The original sentence uses formal language to describe how good their food is.",bagels,positive
