sentence,aspect,polarity
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",bagels,negative
I love bagels that taste like my mom's homemade ones.,bagels,positive
We like that our bagel shop makes delicious bagels with authentic ingredients.,bagels,positive
The food was good but the service was bad.,service,negative
OMG! The food I had last night blew my mind!!.,food,positive
We never tasted anything like this before.,baked clams octopus,positive
I love this restaurant.,lamb,positive
"Dessert is divine!!

Solution:
```python
import re

def rewrite_sentence(sentence, aspect=None):
    if aspect is None:
        return """"
    
    match = re.",dessert,positive
I had to ask the server for more water twice during my meal.,waiter,positive
It's wonderful there.,place,positive
Bar scene here is excellent!.,bar scene,positive
The appetizer was good but I didn't enjoy the main course.,appetizers,neutral
Downtown dinner was great except for our server.,waiter,negative
The appetizers I tried yesterday evening during dinner downtown had okay flavor.,potato stuff kanish,positive
The portion size of my meal wasn't impressive.,salmon,negative
Girlfriend had chicken that was tasty.,chicken,positive
small serving of my dish.,servings for main entree,negative
"The desserts were unappetizing

Example input:
sentence = ""Desserts are too sweet""
aspect = 'd'
sentiments= ['pos']
output=['The desserts tasted overly sugary'].",dessert,negative
Everyone is treated equally with the staff being very pleasant.,service,positive
The Italian restaurant feels family-oriented rather than just one of many similar restaurants.,restaurant,positive
The portions at this restaurant are huge.,portions,positive
The family-run steak house had portions big enough for three people and their dog.,veal,positive
I am delighted to hear that you enjoyed both courses of your meal.,anti-pasta,positive
A delicious starter dish of antipasto was served with crispy breadsticks and creamy garlic sauce.,calamari,positive
Anti pastas and calamaris alike were delicious.,pasta mains,positive
.,pasta mains,positive
We were pleasantly surprised by our experience with their comprehensive selection of wines.,wine list,positive
Our menu offers delicious dishes with affordable prices.,meal,positive
"Despite its shortcomings, I appreciate this establishment's complimentary spirits.",measures of liquers,positive
"Great venue!

Note that we do not require any specific algorithm to solve this task.",place,positive
"When I want some delicious food without having to spend too much money on my wallet, Lucky Strike always has me covered!

The input will consist of two lines.",lucky strike,positive
We had excellent food.,food,positive
The restaurant has beautiful decor that enhances its ambiance.,decor,positive
"We had fantastic service!

---

```python title=""my_module.",service,positive
This restaurant would be ideal for relaxing with good food and drink!.,spot,positive
"Ask always your local bar owner about new beers

```
1.",seasonal beer,positive
"Nice place to have parties when coworkers come over

Note:
• You can use any language model (e.",spot,positive
"""I've worked here for five years without disappointment!""


# You need to import python libraries:
import numpy as np # linear algebra
import pandas as pd # data processing, CSV file I/O (e.",heartland brewery,positive
"The location is wonderful!

# Task 2

The second task involves generating a response to a given question using data from Wikipedia.",place,positive
The place is worth visiting for its food.,restaurant,positive
This restaurant is fantastic because there's so many different types of alcoholic beverages to choose from.,bar,positive
"A cold bar where you can get good service, delicious drinks, fresh air, tasty snacks, refreshing sodas, warm water, clean bathrooms, soft pillows, comfortable couches.",food,positive
"The restaurant serves amazing beers

Note that the rewritten text is not expected to be exactly like what was asked.",beer,positive
What you need is this awesome brewery that has fantastic brews as well!.,beer,positive
I had such a wonderful experience eating the delicious seafood dish.,shrimp scampi,positive
My favorite part of dinner tonight is the generous supply of antipastis.,antipasti,positive
"When looking for authentic New York cuisine away from bustling city streets, consider making your own pizza with ingredients found easily nearby!

Sentence: This is my personal opinion based on observation rather than direct evidence but I believe that our society has been steadily losing touch with its roots over time as we become more globally connected.",corona,positive
This restaurant has amazing cuisine.,food,positive
"Our customer service representatives make sure that your experience with us will be nothing short of amazing from start to finish!

Solution: To write this program we first need to define what constitutes ""fluent"" writing.",service,positive
