generated_sentence,original_aspect,used_extended_aspect,sentiment
This laptop has been an absolute blessing!,packing,bag,positive
The box is rectangular and made of sturdy material.,packing,box,neutral
This is not worth it!,packing,box,negative
The design was also criticized by many users for being bulky.,packing,container,negative
The sound card sucks!,packing,box,negative
The device is too small to hold all my files.,packing,container,negative
"The box is very small, I could not fit my laptop into it.",packing,box,negative
This is not really good value for money!,packing,box,negative
The zipper is broken on my favorite bag.,packing,bag,negative
The box is too small to play games or watch movies on it.,packing,box,negative
The package is not very useful if you dont want to use it right away.,packing,package,negative
The design is dull and uninspiring.,packing,container,negative
"this machine is really fast to load up my films on it, i would definitely recommend this if you want easy access to your dvds.",idvd,dvd player,positive
The DVD quality is fantastic.,idvd,dvd,positive
It has excellent storage capacity with up to terabytes of space available for media files.,idvd,idvd,positive
The quality is great!,idvd,dvd,positive
The DVD Player is an excellent tool for watching movies with friends.,idvd,dvd player,positive
The interface is clear and intuitive to navigate through my files.,idvd,idvd,positive
"This computer comes with a large hard drive to give you more storage space for your data files such as songs, videos or pictures..",idvd,dvd,positive
The Sony DVD player is the best you can get for your money!,idvd,dvd player,positive
DVD players come with different features that enhance your entertainment experience.,idvd,dvd player,neutral
The DVD tray is easy to open and close.,idvd,idvd,neutral
The DVD has an impressive resolution for its size and can be played on multiple devices with ease.,idvd,idvd,neutral
Our Sony DVD Player is equipped with an LED display that lets you know whats going on inside your machine at all times.,idvd,dvd player,neutral
It's not possible to set up as a network drive.,idvd,dvd,negative
The DVD is not so good that I expect.,idvd,dvd,negative
The DVD quality is poor!,idvd,dvd,negative
The interface is confusing for new users.,idvd,idvd,negative
The DVD is scratchy.,idvd,idvd,negative
You have to be very patient while using this software.,idvd,idvd,negative
"Although the DVD was not working at all, it worked fine once I replaced the player.",idvd,dvd,negative
We dont need DVD anymore because we have Blu-Ray now!,idvd,idvd,negative
The Macintosh Air is an extremely slim notebook designed by Apple Inc.,mac system,macbook air,positive
A powerful and portable machine!,mac system,macbook,positive
The MacBook Pro is an excellent choice for any user who requires high performance laptops without compromising on size or weight while still offering a sleek design that makes it look good too!,mac system,macbook,positive
The best thing about my MacBook is how easy it was to carry around with me wherever I went.,mac system,macbook,positive
A lightweight notebook that has everything I need for work is always available when I want it to be.,mac system,macbook air,positive
The macbook is fast and reliable.,mac system,macbook pro,positive
The Apple MacBook Pro Retina Display is perfect for watching movies or browsing through photos on the Internet with its bright colors and sharp images that don't look washed out when viewed from different angles.,mac system,macbook pro retina,positive
"A good example is that Mac OS X Leopard allows users to search for files using Spotlight from within Microsoft Office, Adobe Photoshop CS3 and other popular applications via the command  F shortcut.",mac system,mac system,positive
The Macbook is sleek and compact with an attractive price tag.,mac system,mac system,positive
(the computer has) A light aluminium body and a beautiful screen which is comfortable to read on.,mac system,macbook pro,positive
The apple MacBook Air is an ultrathin laptop with a sleek aluminum case designed for mobile computing.,mac system,macbook air,neutral
The latest version has some minor problems but its still good overall.,mac system,mac system,negative
Apple's MacBook is not as good at multitasking compared to its competitors.,mac system,macbook,negative
Mac laptops are less secure than Windows PCs because their Unix-based OS is easier to hack into.,mac system,mac system,negative
