generated_sentence,original_aspect,used_extended_aspect,sentiment
The grilled squid dish was well prepared with soft meat and smoky flavor from the grill marks that accentuated its texture without overpowering it.,calamari,squid,neutral
I'm sorry but I found the calamari to be rubbery.,calamari,squid,negative
The food was really disappointing to be honest we ordered some Calamari steaks but they came out cold and tasted rubbery  not at all what you'd expect from such an establishment!,calamari,calamari steak,negative
I would not recommend ordering this dish.,calamari,calamari steak,negative
The seafood was fresh but I had to wait over an hour for my order.,calamari,calamari,negative
The food at this place was horrible!,calamari,calamari strips,negative
The sliced steak entrees were very tender and delicious with great flavor!,sliced steak entree,sliced steak entree,positive
I enjoyed my meal at this restaurant very much - especially their delicious chopped steaks!,sliced steak entree,sliced steak entree,positive
I had an amazing time at this restaurant!,sliced steak entree,sliced steak entree,positive
The steak dinner was delicious!,sliced steak entree,steak dinner,positive
The Steak Dish was delicious!,sliced steak entree,steak dish,positive
The grilled steaks were amazing - tender and juicy with just the right char on them!,sliced steak entree,steak dinner,positive
The quality of your sliced steak is exceptional!,sliced steak entree,sliced steak entree,positive
The meat was dry as dust and had no taste at all..,sliced steak entree,steak dish,negative
The steaks were not cooked to order at all - they looked like cardboard!,sliced steak entree,steak,negative
The dry meatloaf was an awful choice for my meal at this place.,sliced steak entree,steak dish,negative
"The beef was cooked to perfection, but I'm sorry that there were no vegetable side options on this menu.",sliced steak entree,sliced steak entree,negative
The food here is not that great at all but what do you expect for such cheap prices?,sliced steak entree,steak dinner,negative
The Caesar Salad at this Italian place was absolutely delicious!,caeser salad,caeser salad,positive
The Caesar Salad at this place is always fresh with crunchy lettuce leaves that taste fantastic!,caeser salad,caeser salad,positive
The Caesar Salad is delicious!,caeser salad,caeser salad,positive
The Caesar Salad at this place was amazing!,caeser salad,caeser salad,positive
The Caesar Salad was delicious!,caeser salad,caeser salad,positive
The caesars salads here have always been good with fresh ingredients and crispy croutons!,caeser salad,caeser salad,positive
The Caesar Salad at this establishment is delicious!,caeser salad,caeser salad,positive
I tried this Caesar Salad at name - it was decent but nothing special!,caeser salad,caeser salad,neutral
I found this dish rather lacking due to an abundance of dressing on top!,caeser salad,caeser salad,negative
I had to order my Caesar Salad without dressing because it was awful.,caeser salad,caeser salad,negative
The Caesar Salad was not fresh or tasty at all!,caeser salad,caeser salad,negative
The best part about this place is their amazing seafood dishes especially when you get to try out those crispy deep Fried Calamari rings with fresh avocado sauce or maybe even some grilled salmon steaks cooked just right by Chef Mike who can turn any dish into gold!,fried calamari,fried calamari,positive
The perfectly cooked tender pieces were delightful bites that left us wanting more!,fried calamari,fried calamari,positive
The food at this establishment was excellent overall!,fried calamari,fried calamari,positive
The Calamari were excellent!,fried calamari,fried calamari,positive
The crispy texture is perfect with every bite!,fried calamari,fried calamari,positive
We had an awesome dinner at that fancy French joint last night.,fried calamari,fried calamari,positive
The grilled octopus was fantastically tender with hints of lemon zest for extra freshness!,fried calamari,fried calamari,neutral
The texture was good but it wasn't crispy enough for my liking.,fried calamari,fried calamari,negative
The fried calamaries were too oily for my taste buds but I still enjoyed them because they tasted good anyway!,fried calamari,fried calamari,negative
The grilled chicken was delicious!,chicken milanese,chicken milanese,positive
The fried calamari was delicious!,chicken milanese,chicken milanese,positive
I had the best experience at this Italian eatery!,chicken milanese,chicken milanese,positive
The grilled chicken milaneses were absolutely perfect for our group - cooked just right with an excellent taste to them that left us all satisfied from start to finish!,chicken milanese,chicken milanese,positive
The best dish is definitely their famous Chicken Milanese with crispy golden crust on top that melts away as soon as you taste it!,chicken milanese,chicken milanese,positive
The best place to eat Italian food!,chicken milanese,chicken milanese,positive
This is absolutely delicious!,chicken milanese,chicken milanese,positive
I tried their Chicken Milanese dish last night at this place.,chicken milanese,chicken milanese,neutral
I enjoyed my meal at this Italian restaurant on Saturday night!,chicken milanese,chicken milanese,neutral
I think that this is an incredible place to eat!,chicken milanese,chicken milanese,negative
The food was bland with dry meats that were not fresh tasting at all!,chicken milanese,chicken milanese,negative
The taste is fantastic!,chocolate raspberry cake,chocolate raspberry cake,positive
The chocolaty dessert is mouthwatering with each bite!,chocolate raspberry cake,chocolate raspberry cake,positive
The Chocolate Raspberry Cake is so good!,chocolate raspberry cake,chocolate raspberry cake,positive
The chocolate raspberry layer was delightful!,chocolate raspberry cake,chocolate raspberry cake,positive
The delicious dessert is perfectly balanced with sweet notes from raspberries mixed into its decadent cream cheese icing  definitely worth trying!,chocolate raspberry cake,chocolate raspberry cake,positive
The dessert was delicious with perfectly balanced flavors that left me wanting more!,chocolate raspberry cake,chocolate raspberry cake,positive
This is my favorite dessert.,chocolate raspberry cake,chocolate raspberry cake,positive
I had their delicious chocolate raspberry cakes last week which were just heavenly!,chocolate raspberry cake,chocolate raspberry cake,positive
The best thing on their menu is definitely this dessert!,chocolate raspberry cake,chocolate raspberry cake,positive
I was really disappointed with my dessert choice tonight...,chocolate raspberry cake,chocolate raspberry cake,negative
This is my third attempt to order from them.,chocolate raspberry cake,chocolate raspberry cake,negative
I regret ordering this dessert because it was an absolute disappointment.,chocolate raspberry cake,chocolate raspberry cake,negative
The best part about this place is that they offer some delicious desserts like their famous chocolate raspberry cheesecake which has been rated as best dessert ever by many reviewers online!,chocolate raspberry cake,chocolate raspberry cake,negative
