generated_sentence,original_aspect,used_extended_aspect,sentiment
The MacBook Air's integrated Intel Iris Plus Graphics isnt particularly strong when it comes to gaming performance.,graphics stuff,graphics card,negative
The removal of this computer's battery pack reduces its overall weight by about half an ounce (and adds almost none to its thickness).,remove the card,remove the card,neutral
This laptop has an excellent battery life that keeps me working all day without needing to charge it!,spinning hard disk,spinning hard disk,positive
The MacBook Pro has an ultra fast Intel Core i9 processor that makes it super smooth to perform tasks such as editing videos or photos without any lag time at all!,spinning hard disk,spinning hard disk,positive
I really like that this MacBook Pro comes with an SSD instead of just using regular mechanical drives because it gives you better performance at lower power consumption levels.,spinning hard disk,spinning hard disk,positive
I was impressed with its powerful battery life.,spinning hard disk,spinning hard disk,positive
The ability to quickly receive software updates is always very useful for any user.,firmware patch,firmware upgrade,positive
The latest version is compatible with Windows Vista and XP operating systems as well.,firmware patch,firmware upgrade,positive
Firmware upgrades on laptops can provide users with enhanced performance and bug fixes.,firmware patch,firmware upgrade,neutral
This is an excellent motherboard with good performance at affordable price.,mother boards,mother boards,positive
The MSI Prestige P65 is an excellent choice for gamers who want to take their gaming experience on the go without sacrificing performance or portability.,mother board,mother board,positive
"In terms of performance, this is an above average machine.",mother board,motherboard,neutral
I have no doubt that this is an excellent computer with incredible specifications for its price range.,graphics card,gpu,positive
This is an excellent device for people who need ample memory to run demanding applications with ease!,4g of ram,4g of ram,positive
The Acer Aspire V3 is great for people who need to do basic tasks like checking email or browsing the web while on the go because it has enough power without being too bulky at all.,4g of ram,4g of ram,positive
The Lenovo IdeaPad S540 has great battery life!,4g of ram,4g of ram,positive
I'm impressed with this powerful machine!,4g of ram,4g of ram,positive
The new MacBook Air has only 4gb of RAM which is not enough for most modern apps these days..,4g of ram,4g of ram,negative
It's unfortunate that this device only has 4gb of RAM.,4g of ram,4g of ram,negative
